lat,lng,lodgeunitid,html
40.395518,116.525623,12701870702,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/12701870702.html id=""lodgeunit_12701870702"" key=""10-0""><div class=""site_room""><div class=""favorite  lodge_12701870702 wsc_ico r_10""   al=""12701870702""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,75,4299,1800,1200,cec550bc.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>3180</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/12697350301/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/9,0,64,17335,260,260,bd113e1a.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">逸境·山水间：栗花沟内，隐于山水间的精品民宿</span></a><em class=""hiddenTxt"">整套出租/4张床/宜住10人 - 0条评论</em><em class=""hiddenTxt""><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.093258,116.415993,1682672835,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/1682672835.html id=""lodgeunit_1682672835"" key=""11-0""><div class=""site_room""><div class=""favorite  lodge_1682672835 wsc_ico r_10""   al=""1682672835""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/9,0,85,11104,1800,1200,c0bd9bf9.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;1980</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>1822</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/1673054935/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/8,0,74,1809,329,329,075517d5.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">天通苑北聚会首选别墅之听琴</span></a><em class=""hiddenTxt"">整套出租/4张床/宜住10人以上 - 4.9分/16条评论</em><em class=""hiddenTxt""><span class=""tejia_ico"" title=""活动有效期为07.11-08.06""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.983306,116.316523,13891103902,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/13891103902.html id=""lodgeunit_13891103902"" key=""12-0""><div class=""site_room""><div class=""favorite  lodge_13891103902 wsc_ico r_10""   al=""13891103902""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,41,11183,1800,1200,37054918.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>598</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/4511352713/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/10,0,7,3959,364,363,98288a22.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">中关村海淀黄庄微软新东方旁双地铁精装公寓</span></a><em class=""hiddenTxt"">整套出租/1张床/宜住2人 - 2条评论</em><em class=""hiddenTxt""><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.02069,116.357734,3209886330,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/3209886330.html id=""lodgeunit_3209886330"" key=""13-0""><div class=""site_room""><div class=""favorite  lodge_3209886330 wsc_ico r_10""   al=""3209886330""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/6,0,5,3548,1800,1200,9f2e73e2.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>128</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/2147208460/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/9,0,94,6474,177,177,7fcef14e.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">六道口青年民宿－与书同眠6人间 女神床位</span></a><em class=""hiddenTxt"">床位出租/6张床/宜住6人 - 4.9分/50条评论</em><em class=""hiddenTxt""><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span><span class=""mensuo_ico"" title=""智能门锁：入住更方便，居住更安全""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.358965,116.412552,10180313960,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/10180313960.html id=""lodgeunit_10180313960"" key=""14-0""><div class=""site_room""><div class=""favorite  lodge_10180313960 wsc_ico r_10""   al=""10180313960""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,99,5845,1800,1200,d1df5300.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>800</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/10180177659/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/9,0,77,11825,329,329,f9dc24d4.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">临近水长城 田园民宿 林居小院</span></a><em class=""hiddenTxt"">整套出租/8张床铺/宜住9人 - 1条评论</em><em class=""hiddenTxt""><span class=""changzu_ico"" title=""长租优惠：预订满7天6折，满30天5折""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.804361,116.501629,2725584663,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/2725584663.html id=""lodgeunit_2725584663"" key=""15-0""><div class=""site_room""><div class=""favorite  lodge_2725584663 wsc_ico r_10""   al=""2725584663""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/6,0,17,54,1800,1200,329fc1fb.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;3680</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>3386</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/2725401963/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/5,0,31,2037,260,260,20b71cdd.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">城市花园别墅一栋洋房 整套出租</span></a><em class=""hiddenTxt"">整套出租/7张床铺/宜住6人 - 1条评论</em><em class=""hiddenTxt""><span class=""youpin_ico"" title=""优品：房间精美，服务优质，出行入住首选""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.910941,116.558814,12950840702,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/12950840702.html id=""lodgeunit_12950840702"" key=""16-0""><div class=""site_room""><div class=""favorite  lodge_12950840702 wsc_ico r_10""   al=""12950840702""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,24,5653,1800,1200,a3c3ecaf.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>258</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/2711450063/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/6,0,78,6662,329,329,47e13e3d.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">东五环创业园区阳关小屋</span></a><em class=""hiddenTxt"">整套出租/1张床/宜住2人 - 2条评论</em><em class=""hiddenTxt""><span class=""youpin_ico"" title=""优品：房间精美，服务优质，出行入住首选""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.017719,116.472379,2614246163,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/2614246163.html id=""lodgeunit_2614246163"" key=""17-0""><div class=""site_room""><div class=""favorite  lodge_2614246163 wsc_ico r_10""   al=""2614246163""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/5,0,2,1746,1800,1200,d6453754.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;395</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>363</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/2614128963/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/5,0,44,1477,329,329,ea609ac8.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">距离地铁5分钟毗邻望京SOHO个性私享空间</span></a><em class=""hiddenTxt"">整套出租/1张床/宜住2人 - 4.9分/90条评论</em><em class=""hiddenTxt""><span class=""shanglv_ico"" title=""商旅认证：7*24小时可入住，可开发票，卫生赔付保障，出行便捷""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span><span class=""mensuo_ico"" title=""智能门锁：入住更方便，居住更安全""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.485822,115.870236,4224358014,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/4224358014.html id=""lodgeunit_4224358014"" key=""18-0""><div class=""site_room""><div class=""favorite  lodge_4224358014 wsc_ico r_10""   al=""4224358014""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/9,0,18,12766,1800,1200,3a3e185c.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;3600</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>3312</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/4224209313/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/7,0,99,9546,329,329,f36a5f50.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">延庆龙庆峡八达岭野鸭湖大隐于世秘境小院儿</span></a><em class=""hiddenTxt"">整套出租/5张床铺/宜住10人以上 - 2条评论</em><em class=""hiddenTxt""><span class=""tejia_ico"" title=""活动有效期为07.11-08.06""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.876131,116.388105,14179544701,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/14179544701.html id=""lodgeunit_14179544701"" key=""19-0""><div class=""site_room""><div class=""favorite  lodge_14179544701 wsc_ico r_10""   al=""14179544701""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,50,13122,1800,1200,e2dbaacb.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>292</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/12170876401/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/9,0,74,17085,260,260,ad444ab7.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">4/14号线2环北京南站学艺术妹子的梦幻小窝</span></a><em class=""hiddenTxt"">独立单间/1张床/宜住2人 - 2条评论</em><em class=""hiddenTxt""><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.899901,116.468874,4160354230,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/4160354230.html id=""lodgeunit_4160354230"" key=""20-0""><div class=""site_room""><div class=""favorite  lodge_4160354230 wsc_ico r_10""   al=""4160354230""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/7,0,2,11812,1800,1200,933655e9.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>1100</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/2546427863/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/9,0,2,10682,260,260,1a3cbb4f.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">特价四居核心地段国贸CBD天安门双井地铁站</span></a><em class=""hiddenTxt"">整套出租/5张床铺/宜住9人 - 5分/16条评论</em><em class=""hiddenTxt""><span class=""shanglv_ico"" title=""商旅认证：7*24小时可入住，可开发票，卫生赔付保障，出行便捷""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span><span class=""mensuo_ico"" title=""智能门锁：入住更方便，居住更安全""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.913015,116.492362,12365835402,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/12365835402.html id=""lodgeunit_12365835402"" key=""21-0""><div class=""site_room""><div class=""favorite  lodge_12365835402 wsc_ico r_10""   al=""12365835402""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,74,6612,1800,1200,db649b8b.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>488</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/2927926463/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/8,0,34,8807,260,260,1642bcac.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">HolyNite红糖情调室五分钟一号线国贸</span></a><em class=""hiddenTxt"">整套出租/1张床/宜住2人 - 5分/4条评论</em><em class=""hiddenTxt""><span class=""youpin_ico"" title=""优品：房间精美，服务优质，出行入住首选""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""suding_ico"" title=""速订:平均交易时间为15分钟，比普通预订流程缩短80%""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.842293,116.314751,1381797635,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/1381797635.html id=""lodgeunit_1381797635"" key=""22-0""><div class=""site_room""><div class=""favorite  lodge_1381797635 wsc_ico r_10""   al=""1381797635""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/3,0,68,4233,1800,1200,649284a9.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;328</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>302</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/604167900/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/3,0,45,2792,500,500,1ebe2c25.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">【麻雀小窝】总部基地 西客站 地铁9号科怡路</span></a><em class=""hiddenTxt"">整套出租/2张床铺/宜住2人 - 4.9分/90条评论</em><em class=""hiddenTxt""><span class=""shanglv_ico"" title=""商旅认证：7*24小时可入住，可开发票，卫生赔付保障，出行便捷""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span><span class=""mensuo_ico"" title=""智能门锁：入住更方便，居住更安全""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.116876,116.190632,9230016964,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/9230016964.html id=""lodgeunit_9230016964"" key=""23-0""><div class=""site_room""><div class=""favorite  lodge_9230016964 wsc_ico r_10""   al=""9230016964""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/9,0,95,5968,1800,1200,6848b3a5.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;1488</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>1369</i>起/晚 </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/7153650315/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/9,0,79,4682,363,363,701245cb.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">帝都的后院II-国家湿地公园翠湖旁的诗意栖居</span></a><em class=""hiddenTxt"">整套出租/2张床/宜住4人 - 5分/4条评论</em><em class=""hiddenTxt""><span class=""youpin_ico"" title=""优品：房间精美，服务优质，出行入住首选""></span><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
lat,lng,lodgeunitid,html
39.901328,116.401958,14936062703,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/14936062703.html id=""lodgeunit_14936062703"" key=""0-0""><div class=""site_room""><div class=""favorite  lodge_14936062703 wsc_ico r_10""   al=""14936062703""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/10,0,17,12004,2998,2000,5a759eb3.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>1800</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/14935624601/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/10,0,65,12029,329,329,31669fe7.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">前门大栅栏的独立四合院-Traditiona</span></a><em class=""hiddenTxt"">整套出租/4张床/宜住6人 - 0条评论</em><em class=""hiddenTxt""><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.112255,116.518143,4620363614,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/4620363614.html id=""lodgeunit_4620363614"" key=""1-0""><div class=""site_room""><div class=""favorite  lodge_4620363614 wsc_ico r_10""   al=""4620363614""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/8,0,94,1382,1800,1200,6659dfc1.jpg""/></a><div class=""offer_s_new"">特价9.2折<span class="" del"">原价&#165;6288</span></div><div class=""result_btm_con""><span class=""result_price"">&#165;<i>5785</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/4620251313/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/7,0,42,12323,260,260,95271f87.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">北京最美临湖艺术园区</span></a><em class=""hiddenTxt"">整套出租/6张床铺/宜住10人以上 - 5分/5条评论</em><em class=""hiddenTxt""><span class=""youpin_ico"" title=""优品：房间精美，服务优质，出行入住首选""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span><span class=""mensuo_ico"" title=""智能门锁：入住更方便，居住更安全""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
40.370485,116.578911,15060442703,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/15060442703.html id=""lodgeunit_15060442703"" key=""2-0""><div class=""site_room""><div class=""favorite  lodge_15060442703 wsc_ico r_10""   al=""15060442703""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic2.com/12/10,0,3,12457,1800,1200,26a8a783.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>2680</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/14969391901/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/10,0,33,12560,2166,2000,4e3a0c86.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">怀柔水长城 慕田峪 雁西湖 茉牛小院</span></a><em class=""hiddenTxt"">整套出租/6张床铺/宜住10人以上 - 0条评论</em><em class=""hiddenTxt""><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
39.906174,116.475667,2803985763,"<div class=""site_pop lodgeunitname"" detailurl=http://bj.xiaozhu.com/fangzi/2803985763.html id=""lodgeunit_2803985763"" key=""3-0""><div class=""site_room""><div class=""favorite  lodge_2803985763 wsc_ico r_10""   al=""2803985763""  title=""收藏""></div><a class=""resule_img_a""><img class=""maplazyimage"" lazysrc=""http://image.xiaozhustatic1.com/12/6,0,25,3184,1800,1200,4b993d38.jpg""/></a><div class=""result_btm_con""><span class=""result_price"">&#165;<i>428</i> </span><span class=""result_img""><a href=""http://www.xiaozhu.com/fangdong/1980302771/"" target=""_blank""><img class=""landlordimage4map"" lazysrc=""http://image.xiaozhustatic1.com/23/5,0,59,2841,363,363,8b6cf3d7.jpg""/></a></span><div class=""result_intro""><a class=""resule_img_a""><span class=""result_title hiddenTxt"">国贸双井10号线苹果酒店式公寓</span></a><em class=""hiddenTxt"">整套出租/1张床/宜住2人 - 4.9分/75条评论</em><em class=""hiddenTxt""><span class=""mianyajin_ico"" title=""免押金：授权芝麻信用且分值大于600，可享受免押入住""></span><span class=""shipai_ico"" title=""实拍：专业摄影师上门拍摄，真实还原房间情况，确保所见与入住一致""></span><span class=""yanzhen_ico"" title=""验真：小猪人员实地考察房间、周边环境、交通等，确保房源的真实性""></span><span class=""mensuo_ico"" title=""智能门锁：入住更方便，居住更安全""></span>&nbsp;</em></div></div></div><span class=""site_tri""></span><span class=""icon_logo""></span></div>"
